,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
2200 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 3:18 PM,1161019,1921217,2016
6100 N KEATING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 3:14 PM,1143836,1940941,2016
9600 S MORGAN ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:56 PM,1171345,1841040,2016
1800 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:56 PM,1170673,1912351,2016
1800 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:56 PM,1170674,1912319,2016
600 W FULLERTON PKWY,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:55 PM,1171653,1916202,2016
600 W FULLERTON PKWY,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:54 PM,1171666,1916202,2016
800 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:42 PM,1170115,1924785,2016
7800 S BISHOP ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:37 PM,1167912,1853006,2016
1100 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:18 PM,1157517,1907565,2016
1800 W CHASE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:18 PM,1162656,1948278,2016
1800 W CHASE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:12 PM,1162611,1948277,2016
2000 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:37 PM,1153817,1913476,2016
700 W BARRY AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:36 PM,1170809,1920691,2016
4700 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:36 PM,1162157,1931397,2016
400 W HARRISON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:16 PM,1173507,1897595,2016
7100 W SCHOOL ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:00 PM,1127943,1921110,2016
3000 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:58 PM,1155998,1906502,2016
2400 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:57 PM,1159987,1907907,2016
3100 N CLIFTON AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:57 PM,1168068,1921009,2016
2900 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:54 PM,1156871,1906519,2016
4600 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:54 PM,1153542,1930772,2016
2800 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:51 PM,1157543,1906532,2016
2700 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:50 PM,1158214,1906544,2016
2600 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:48 PM,1158885,1906559,2016
2500 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:46 PM,1159556,1906573,2016
2400 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:44 PM,1160219,1906587,2016
2400 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:42 PM,1160226,1906587,2016
2900 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:27 PM,1149219,1919101,2016
2900 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:27 PM,1149221,1919033,2016
800 W WISCONSIN ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:18 PM,1170514,1912727,2016
2200 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:18 PM,1166950,1914926,2016
1900 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:15 PM,1170659,1912777,2016
300 W 75TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:02 PM,1175195,1855217,2016
1900 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:58 AM,1170659,1912777,2016
1300 N NORTH PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:57 AM,1173925,1909427,2016
1800 W WEBSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:33 AM,1163606,1914656,2016
5800 W ADDISON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:30 AM,1137058,1923349,2016
900 W GEORGE ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:27 AM,1169526,1919450,2016
1900 W LARCHMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:21 AM,1162735,1926236,2016
4200 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:15 AM,1154629,1927900,2016
4200 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:14 AM,1154632,1927821,2016
4200 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:13 AM,1154632,1927807,2016
4500 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:12 AM,1164409,1930221,2016
5500 N KIMBALL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:10 AM,1152721,1936586,2016
400 W MELROSE ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 11:01 AM,1172432,1921914,2016
700 N THROOP ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:57 AM,1167459,1905112,2016
1900 N WOOD ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:53 AM,1164048,1912798,2016
1800 W DICKENS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:53 AM,1163548,1913990,2016
1900 W DICKENS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:52 AM,1163085,1913978,2016
2100 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:52 AM,1161349,1914182,2016
2200 W LYNDALE ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:52 AM,1161318,1915086,2016
2200 W BELDEN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:51 AM,1161108,1915357,2016
1400 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:48 AM,1165945,1923336,2016
7600 S SANGAMON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:42 AM,1171293,1854406,2016
6100 N KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:34 AM,1147247,1940588,2016
4100 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:30 AM,1164910,1927699,2016
7900 S HONORE ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:27 AM,1165397,1852184,2016
800 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:27 AM,1169981,1922116,2016
1400 W BERTEAU AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:24 AM,1165951,1927998,2016
7000 S CREGIER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:21 AM,1189416,1858738,2016
7000 S CREGIER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:20 AM,1189414,1858799,2016
4200 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:12 AM,1159620,1927824,2016
3300 N MAJOR AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:09 AM,1137788,1921378,2016
5500 W ADDISON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:09 AM,1138856,1923388,2016
6900 N ASHLAND BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 10:02 AM,1164519,1946207,2016
1100 W LUNT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:54 AM,1167009,1946660,2016
7600 S WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:53 AM,1165008,1854213,2016
700 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:51 AM,1171358,1905597,2016
4000 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:42 AM,1148331,1934245,2016
1500 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:18 AM,1165653,1907413,2016
1500 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:15 AM,1165797,1907417,2016
5600 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:15 AM,1166349,1937451,2016
1500 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:15 AM,1165841,1907419,2016
5600 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:12 AM,1166347,1937494,2016
7800 S EVANS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:02 AM,1182582,1853286,2016
3100 S SHIELDS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:02 AM,1174464,1884238,2016
7800 S EVANS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:02 AM,1182581,1853299,2016
1600 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:00 AM,1165072,1911382,2016
1500 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:00 AM,1159126,1910174,2016
1400 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:00 AM,1159481,1909376,2016
1500 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 9:00 AM,1159127,1910161,2016
1400 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:57 AM,1159482,1909363,2016
1400 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:57 AM,1166189,1923343,2016
6400 N FRANCISCO AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:39 AM,1155841,1942318,2016
2600 N MARSHFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:39 AM,1164893,1917329,2016
2700 S SPRINGFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:37 AM,1150823,1885370,2016
2700 S SPRINGFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:36 AM,1150819,1885485,2016
2800 S SPRINGFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:36 AM,1150830,1885092,2016
1000 W MONTANA ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:36 AM,1169059,1916477,2016
2800 S SPRINGFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:35 AM,1150830,1885099,2016
600 W WILLOW ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:29 AM,1171579,1911958,2016
4500 W SUNNYSIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:29 AM,1145273,1929526,2016
2400 W NORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:24 AM,1159694,1910563,2016
2100 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:21 AM,1161004,1931183,2016
5600 N MAGNOLIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:19 AM,1166935,1937848,2016
1900 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:15 AM,1164378,1912842,2016
1500 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:13 AM,1159126,1910174,2016
1500 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:13 AM,1159127,1910161,2016
1400 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:13 AM,1159481,1909376,2016
1400 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:12 AM,1159482,1909363,2016
800 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 8:09 AM,1160261,1905262,2016
2400 W HOLLYWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:54 AM,1159078,1937775,2016
4600 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:51 AM,1153540,1930839,2016
4300 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:48 AM,1154604,1928695,2016
1000 W CATALPA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:48 AM,1168633,1936716,2016
4600 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:45 AM,1153540,1930839,2016
400 W HARRISON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:39 AM,1173633,1897598,2016
4000 N CLARENDON AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:33 AM,1170195,1927050,2016
300 S ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:20 AM,1160024,1898372,2016
1400 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:09 AM,1166191,1926001,2016
1400 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 7:09 AM,1166211,1926002,2016
1900 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 2:03 AM,1162404,1931890,2016
4700 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 1:57 AM,1162157,1931397,2016
4400 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,12/21/16 12:21 AM,1154580,1929468,2016
4600 N BEACON ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:45 PM,1166282,1931021,2016
2700 N PINE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:39 PM,1172668,1918540,2016
500 N WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:12 PM,1176653,1903623,2016
4300 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 10:51 PM,1151618,1928348,2016
4300 N ST LOUIS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 10:51 PM,1152280,1928492,2016
700 S CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 10:50 PM,1175629,1897229,2016
3500 W MONTROSE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 10:48 PM,1152252,1929020,2016
3000 N ALLEN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 9:24 PM,1152908,1919743,2016
4700 N NARRAGANSETT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 9:06 PM,1132898,1930917,2016
2500 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:58 PM,1158544,1934448,2016
4500 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:57 PM,1160876,1929851,2016
1900 W 35TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:57 PM,1163750,1881475,2016
10100 S SEELEY AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:42 PM,1164390,1836979,2016
1800 W GRACE ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:42 PM,1163387,1925263,2016
5200 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:39 PM,1167933,1934697,2016
2100 W PETERSON AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:39 PM,1161113,1939845,2016
1800 W BERENICE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:39 PM,1163407,1925596,2016
1800 W GRACE ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:36 PM,1163410,1925264,2016
1800 W GRACE ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:33 PM,1163363,1925262,2016
100 S PEORIA ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:30 PM,1170431,1899716,2016
4100 N KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:03 PM,1147663,1927193,2016
4400 S SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:01 PM,1155142,1875117,2016
4200 N KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 8:00 PM,1148094,1927592,2016
4100 W 47TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:57 PM,1149818,1873153,2016
700 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:48 PM,1160274,1904823,2016
4700 S KILDARE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:39 PM,1148491,1872878,2016
7400 S PRAIRIE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:27 PM,1179327,1855748,2016
6300 S SACRAMENTO AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:22 PM,1157468,1862640,2016
2100 N TRIPP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:18 PM,1147698,1914000,2016
3600 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 7:00 PM,1151403,1924230,2016
700 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 6:45 PM,1171159,1917506,2016
6400 S STONY ISLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 6:35 PM,1187973,1862859,2016
3200 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 6:15 PM,1154205,1917101,2016
3200 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 6:12 PM,1154174,1917101,2016
7200 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 5:28 PM,1127347,1925816,2016
1200 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 5:22 PM,1173088,1908288,2016
5700 S KIMBARK AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 5:21 PM,1185644,1867196,2016
4700 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 5:11 PM,1162567,1931232,2016
600 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 5:06 PM,1171679,1913548,2016
700 N WELLS ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:57 PM,1174609,1905048,2016
200 W HURON ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:57 PM,1174576,1905027,2016
11000 S ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:50 PM,1162012,1831368,2016
2700 W DIVERSEY AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:40 PM,1157505,1918491,2016
7400 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:30 PM,1162426,1949523,2016
0 N LARAMIE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:30 PM,1141708,1900045,2016
8200 S ADA ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:25 PM,1168755,1850388,2016
6000 W DAKIN ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:18 PM,1135263,1925620,2016
3200 N LECLAIRE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:15 PM,1141794,1921153,2016
8000 S PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:14 PM,1166402,1851645,2016
1300 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:04 PM,1166867,1923363,2016
1900 N MILWAUKEE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:03 PM,1159871,1913088,2016
1300 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:03 PM,1166881,1923363,2016
3000 N MENARD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:00 PM,1137180,1919751,2016
2000 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 4:00 PM,1153818,1913402,2016
5000 N KIMBALL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:31 PM,1152807,1933200,2016
3300 S BELL AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:29 PM,1161901,1882363,2016
1500 N DEARBORN PKWY,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:23 PM,1175651,1910490,2016
2700 N HAMPDEN CT,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:06 PM,1172354,1918524,2016
6000 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:06 PM,1167771,1940136,2016
2300 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:04 PM,1159363,1942426,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:03 PM,1148791,1862479,2016
4500 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 3:00 PM,1146995,1862439,2016
6600 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:57 PM,1133220,1867357,2016
100 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:55 PM,1174997,1905695,2016
6700 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:54 PM,1132641,1867339,2016
6100 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:48 PM,1167752,1940750,2016
6000 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:48 PM,1167770,1940185,2016
6000 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:48 PM,1167770,1940176,2016
5900 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:48 PM,1167781,1939825,2016
5900 N WINTHROP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:45 PM,1167781,1939803,2016
3300 W BELLE PLAINE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:42 PM,1153656,1927072,2016
4800 N ROCKWELL ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:36 PM,1158154,1932271,2016
3700 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:31 PM,1166627,1925161,2016
1300 W GRACE ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:30 PM,1166565,1925444,2016
1300 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:30 PM,1166922,1926021,2016
4100 W CULLOM AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:26 PM,1148325,1928263,2016
800 W WASHINGTON BLVD,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:21 PM,1170610,1900741,2016
200 W 47TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:12 PM,1175277,1873805,2016
200 W SWANN ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:09 PM,1175348,1874086,2016
1500 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:06 PM,1170738,1910152,2016
200 W SWANN ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:06 PM,1175381,1874087,2016
1400 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 2:05 PM,1172085,1909255,2016
1400 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:48 PM,1165608,1935630,2016
400 W MELROSE ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:46 PM,1172393,1921913,2016
1200 N DEARBORN ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:45 PM,1175717,1908364,2016
1700 S HOYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:39 PM,1162651,1891702,2016
1700 S HOYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:39 PM,1162651,1891673,2016
2000 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:36 PM,1163078,1891402,2016
2100 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:36 PM,1162631,1891392,2016
2000 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:33 PM,1162943,1891399,2016
2100 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:30 PM,1157347,1914408,2016
700 S DESPLAINES ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 1:25 PM,1172035,1897046,2016
1300 W ALBION AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:51 PM,1166292,1944195,2016
5900 S NARRAGANSETT AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:51 PM,1134756,1864238,2016
6300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:48 PM,1135113,1862068,2016
6200 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:45 PM,1135985,1862096,2016
6000 S TRIPP AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:39 PM,1149064,1864480,2016
5300 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:37 PM,1145680,1869874,2016
4800 S PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:36 PM,1150515,1872130,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:36 PM,1148431,1862471,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:36 PM,1148391,1862470,2016
4800 W 48TH ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:35 PM,1145168,1872376,2016
6100 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:33 PM,1149753,1863721,2016
6100 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:33 PM,1149752,1863748,2016
7800 S EVANS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:22 PM,1182580,1853366,2016
7800 S EVANS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:21 PM,1182580,1853339,2016
1000 W DICKENS AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:20 PM,1169278,1914143,2016
2000 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:19 PM,1169304,1913695,2016
2000 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:18 PM,1169304,1913668,2016
3900 N FREMONT ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:12 PM,1169564,1926094,2016
900 W DAKIN ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:12 PM,1169486,1926423,2016
2800 W BERTEAU AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:09 PM,1156881,1927778,2016
6200 S ROCKWELL ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 12:00 PM,1160106,1863370,2016
6500 N MILWAUKEE AVE,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:57 AM,1132050,1942778,2016
0 W SCHILLER ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:57 AM,1175437,1909792,2016
6500 W IMLAY ST,Snow - Uncleared Sidewalk or Bike Lane,12/20/16 11:54 AM,1131585,1942732,2016
