,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
1400 E 49TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:50 PM,1186635,1872794,2014
7900 S WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:46 PM,1178087,1852392,2014
1700 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:30 PM,1164275,1923289,2014
900 W VAN BUREN ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:26 PM,1170078,1898367,2014
1400 E 49TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:26 PM,1186397,1872789,2014
1700 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:16 PM,1159100,1911358,2014
1700 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:13 PM,1159099,1911384,2014
1700 N MAPLEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:11 PM,1159098,1911397,2014
2900 N KIMBALL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:09 PM,1153211,1919417,2014
4900 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 3:03 PM,1182421,1872496,2014
2100 S ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:24 PM,1166048,1889800,2014
1000 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:14 PM,1149539,1906378,2014
1200 W LOYOLA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:07 PM,1166895,1943730,2014
1200 W LOYOLA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:04 PM,1167060,1943545,2014
6500 N GLENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:02 PM,1165741,1943814,2014
1400 W ALBION AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:01 PM,1165640,1943951,2014
4900 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:01 PM,1151167,1932353,2014
6600 N NEWGARD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:00 PM,1165403,1943944,2014
6600 N NEWGARD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:59 PM,1165402,1943971,2014
4000 S LAKE PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:58 PM,1183504,1878747,2014
6600 N NEWGARD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:57 PM,1165399,1944051,2014
6600 N NEWGARD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:54 PM,1165399,1944078,2014
10700 S HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:50 PM,1172879,1833897,2014
6100 S DR MARTIN LUTHER KING JR DR,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:42 PM,1179974,1864395,2014
2800 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:39 PM,1156107,1942326,2014
1100 N MARSHFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:33 PM,1165184,1907681,2014
2600 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:32 PM,1157407,1942366,2014
600 N DEARBORN ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:10 PM,1175827,1904497,2014
4400 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:08 PM,1138213,1928802,2014
4900 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:08 PM,1151167,1932379,2014
4900 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:07 PM,1151167,1932353,2014
2300 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:07 PM,1163095,1915630,2014
5600 W GRACE ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:06 PM,1138240,1924705,2014
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:01 PM,1170786,1919533,2014
6800 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:00 PM,1162380,1945282,2014
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:57 PM,1170791,1919518,2014
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:56 PM,1170791,1919518,2014
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:54 PM,1170791,1919518,2014
4400 W IOWA ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:53 PM,1146727,1905629,2014
2400 N LAKEVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:51 PM,1173141,1916992,2014
2400 N LAKEVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:49 PM,1173139,1917031,2014
3700 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:45 PM,1162344,1925038,2014
2600 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:45 PM,1157817,1942379,2014
6300 N ROCKWELL ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:41 PM,1157840,1942001,2014
8700 S MANISTEE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:39 PM,1196149,1847555,2014
2700 W PRATT BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:35 PM,1156696,1945003,2014
2100 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:14 PM,1161342,1914403,2014
7100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:11 PM,1127631,1925819,2014
7100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:11 PM,1127794,1925818,2014
7100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:10 PM,1127812,1925818,2014
7100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:10 PM,1127831,1925818,2014
7100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:09 PM,1127962,1925817,2014
3500 S WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:58 AM,1160934,1881411,2014
6300 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:54 AM,1159174,1941824,2014
6800 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:53 AM,1156432,1945005,2014
2900 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:52 AM,1170925,1919911,2014
6400 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:50 AM,1154175,1942575,2014
6400 N TROY ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:49 AM,1154176,1942561,2014
3100 N BERNARD ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:46 AM,1152852,1920411,2014
4700 W PETERSON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:44 AM,1143518,1939456,2014
3900 W MONTROSE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:44 AM,1149601,1928957,2014
5900 N MAGNOLIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:44 AM,1166881,1939567,2014
1900 N OAKLEY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:34 AM,1160720,1913034,2014
2200 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:32 AM,1161116,1913249,2014
2200 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:32 AM,1161130,1913249,2014
9300 S KIMBARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:28 AM,1186500,1843276,2014
300 E RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:21 AM,1178319,1901313,2014
400 E RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:19 AM,1179225,1901327,2014
3700 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:17 AM,1181871,1880239,2014
6500 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:04 AM,1131869,1942087,2014
6500 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:03 AM,1131801,1942086,2014
6500 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:02 AM,1131953,1942089,2014
4400 W PETERSON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 11:01 AM,1145996,1939514,2014
3800 N NARRAGANSETT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:58 AM,1133031,1924587,2014
3600 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:52 AM,1163583,1924140,2014
200 E RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:47 AM,1177871,1901312,2014
1200 W LOYOLA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:45 AM,1167074,1943529,2014
1400 W HURON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:44 AM,1166473,1904785,2014
7200 S SANGAMON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:42 AM,1171225,1856918,2014
3000 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:39 AM,1170389,1920634,2014
1900 W NELSON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:32 AM,1162835,1920264,2014
7300 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:32 AM,1159015,1948524,2014
800 W FULTON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:30 AM,,,2014
6000 S INDIANA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:29 AM,1178630,1865128,2014
5500 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:25 AM,1159338,1936502,2014
2000 N HOYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:22 AM,1162027,1913611,2014
200 W KINZIE ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:21 AM,1174666,1902978,2014
4100 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:20 AM,1150570,1926988,2014
5400 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:20 AM,1184296,1869522,2014
100 S PEORIA ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:06 AM,1170432,1899688,2014
3700 N JANSSEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:04 AM,1165971,1925062,2014
4800 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:03 AM,1168767,1932067,2014
2400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:02 AM,1159280,1931138,2014
2600 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:01 AM,1178927,1886969,2014
2400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:01 AM,1159303,1931138,2014
10500 S MICHIGAN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:01 AM,1178859,1835290,2014
3300 W COLUMBUS AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:01 AM,1155438,1851328,2014
2400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 10:01 AM,1159349,1931137,2014
2400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:59 AM,1159395,1931137,2014
3700 N JANSSEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:54 AM,1165971,1925062,2014
600 E 38TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:49 AM,1180889,1879590,2014
3500 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:49 AM,1151745,1942204,2014
3400 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:48 AM,1152098,1942210,2014
6200 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:48 AM,1152485,1941280,2014
2200 S WENTWORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:44 AM,1175318,1889750,2014
2500 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:43 AM,1158824,1931799,2014
200 W CULLERTON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:42 AM,1175355,1890679,2014
500 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:42 AM,1173417,1891488,2014
6100 N WASHTENAW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:34 AM,1157229,1940400,2014
5600 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:25 AM,1168625,1937417,2014
5700 N MAJOR AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:07 AM,1137213,1937641,2014
1800 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:05 AM,1166084,1912285,2014
2500 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:05 AM,1158382,1931790,2014
1000 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 9:02 AM,1170078,1894895,2014
5700 N RIDGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:59 AM,1166284,1938162,2014
3400 W 61ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:57 AM,1154769,1863966,2014
500 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:54 AM,1172016,1921506,2014
3700 N NOTTINGHAM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:40 AM,1128069,1924135,2014
3700 N NOTTINGHAM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:37 AM,1128070,1924108,2014
4500 S KILDARE BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:35 AM,1148398,1874445,2014
2700 W 51ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:32 AM,1159171,1870737,2014
7500 S SOUTH SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:25 AM,1196008,1856305,2014
800 W 34TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:15 AM,1171318,1882034,2014
8000 S VINCENNES AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:11 AM,1174894,1851883,2014
300 E 35TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:02 AM,1178837,1881845,2014
200 E 35TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 8:02 AM,1178250,1881833,2014
5800 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:39 AM,1137150,1915358,2014
5800 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:39 AM,1137219,1915360,2014
100 W EUGENIE ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:39 AM,1174588,1911625,2014
5800 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:38 AM,1137310,1915363,2014
100 N JEFFERSON ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:11 AM,1172304,1901234,2014
1500 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 7:03 AM,1138752,1910079,2014
2300 W 107TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 2:28 AM,1162757,1833608,2014
4100 N MARINE DR,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 1:11 AM,1171333,1927209,2014
2900 W MONTROSE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/14 12:32 AM,1156244,1929098,2014
6700 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 11:27 PM,1132566,1861998,2014
3300 S EMERALD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 11:14 PM,1171849,1882608,2014
3300 S EMERALD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 11:10 PM,1171849,1882608,2014
2000 N OAKLEY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:28 PM,1160702,1913617,2014
3500 W BELDEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:11 PM,1152860,1915072,2014
1600 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:06 PM,1165375,1905417,2014
8200 S ADA ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:58 PM,1168757,1850334,2014
3200 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:44 PM,1154075,1935038,2014
3100 W BELDEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:30 PM,1155220,1915246,2014
2300 W WILSON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:01 PM,1160136,1930464,2014
3700 N NOTTINGHAM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:56 PM,1128070,1924108,2014
7500 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:54 PM,1162933,1949867,2014
2300 W FARRAGUT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:48 PM,1160061,1934813,2014
2800 E 77TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:28 PM,1196917,1854339,2014
2700 N MARMORA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:16 PM,1136591,1917481,2014
5000 W BLOOMINGDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:45 PM,1142662,1911502,2014
10800 S WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:43 PM,1162311,1832943,2014
1300 E 55TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:37 PM,1186055,1868797,2014
6400 S ST LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:03 PM,1181343,1862393,2014
6400 S ST LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:03 PM,1181339,1862533,2014
6400 S ST LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 6:02 PM,1181338,1862573,2014
1200 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 5:50 PM,1167707,1917408,2014
6500 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 5:11 PM,1160829,1861363,2014
6500 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 5:07 PM,1160829,1861357,2014
3200 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 5:02 PM,1154075,1935038,2014
9600 S EWING AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 4:42 PM,1202114,1842061,2014
1000 W 32ND ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 4:02 PM,1169910,1883620,2014
3300 S LITUANICA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:53 PM,1170853,1882743,2014
5200 S KILDARE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:44 PM,1148577,1869789,2014
7900 S MARQUETTE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:44 PM,1195551,1853109,2014
5200 S KOLIN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:42 PM,1148244,1869771,2014
3100 S HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:32 PM,1171477,1884205,2014
400 W EUGENIE ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 3:00 PM,1173075,1911604,2014
2100 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 2:58 PM,1159531,1914436,2014
3800 N NARRAGANSETT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 2:45 PM,1133031,1924587,2014
6100 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 2:17 PM,1161879,1940884,2014
1400 W JACKSON BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 2:05 PM,1167107,1898743,2014
3100 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 1:43 PM,1165376,1921040,2014
1900 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 1:18 PM,1165388,1912730,2014
2000 W MELROSE ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 11:08 AM,1162101,1921575,2014
12500 S YALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:37 AM,1176881,1821994,2014
5200 W FLETCHER ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:30 AM,1141097,1920446,2014
6400 S KENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 10:16 AM,1186177,1862562,2014
5800 N CUMBERLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:48 AM,1119306,1937504,2014
1900 W BRADLEY PL,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:36 AM,1162820,1924916,2014
1600 N MILWAUKEE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 9:00 AM,1162717,1910668,2014
8400 S ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:54 AM,1167136,1849015,2014
7900 S DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:50 AM,1164401,1852266,2014
5600 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:47 AM,1137831,1926027,2014
6900 W FOREST PRESERVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 8:23 AM,1129148,1927390,2014
4000 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/14 2:53 AM,1138300,1926039,2014
5800 N LINDER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 11:34 PM,1138777,1938256,2014
1900 N HUMBOLDT BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 10:05 PM,1156065,1912724,2014
4100 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 7:01 PM,1160947,1927613,2014
4100 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 6:59 PM,1160947,1927613,2014
4100 N BELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 6:56 PM,1160627,1927293,2014
7300 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 6:39 PM,1166123,1948383,2014
4400 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 6:05 PM,1160900,1929188,2014
2300 W SUNNYSIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 6:04 PM,1159872,1929825,2014
2700 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 4:27 PM,1158447,1894604,2014
11300 S CHURCH ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 8:18 AM,1166269,1829886,2014
4400 N LOCKWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 3:47 AM,1140224,1928813,2014
5500 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/14 1:22 AM,1157987,1936920,2014
8500 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 11:01 PM,1150555,1847880,2014
6900 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 10:13 PM,1129450,1941899,2014
6900 W DEVON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 10:09 PM,1128808,1942031,2014
6000 N MOZART ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 9:13 PM,1156254,1939836,2014
6000 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 6:44 PM,1138385,1868337,2014
4400 N LOCKWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 6:38 PM,1140224,1928813,2014
5200 S LAKE PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 5:59 PM,1187607,1870968,2014
1700 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 4:43 PM,1164205,1926614,2014
1700 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 4:42 PM,1164261,1926615,2014
0 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:58 PM,1165757,1900116,2014
0 S ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:56 PM,,,2014
3500 W PALMER ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:29 PM,1152583,1914398,2014
3500 W PALMER ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:29 PM,1152583,1914398,2014
3500 W PALMER ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:27 PM,1152812,1914404,2014
7400 S STONY ISLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:08 PM,1188095,1856235,2014
7300 S STONY ISLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:08 PM,1188082,1856678,2014
1500 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 3:03 PM,1187469,1857218,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:35 PM,1186796,1857206,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:35 PM,1186916,1857208,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:35 PM,1186943,1857209,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:34 PM,1186957,1857209,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:34 PM,1186997,1857210,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:32 PM,1187050,1857211,2014
1400 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:32 PM,1187184,1857213,2014
1500 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:31 PM,1187459,1857218,2014
1500 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 2:30 PM,1187541,1857220,2014
1900 W WILSON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 1:03 PM,1162586,1930561,2014
3300 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 12:42 PM,1151141,1921743,2014
1300 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 12:29 PM,1159503,1908591,2014
1300 E 67TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 10:55 AM,1185786,1860829,2014
2700 N WILTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 10:05 AM,1169489,1918125,2014
900 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 10:00 AM,1169697,1917468,2014
1800 S STATE ST,Snow - Uncleared Sidewalk or Bike Lane,2/15/14 9:15 AM,1176615,1891530,2014
