,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
4100 W 59TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:27 AM,1149686,1865155,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:27 AM,1148585,1862475,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:26 AM,1148607,1862475,2016
4300 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:26 AM,1148431,1862471,2016
6200 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:25 AM,1150101,1863172,2016
6100 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:25 AM,1150087,1863688,2016
6100 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:24 AM,1150085,1863741,2016
6100 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:24 AM,1150085,1863755,2016
6100 S TRIPP AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:23 AM,1149095,1863432,2016
5900 S KOLMAR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:22 AM,1147055,1864711,2016
5900 S KOLMAR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:21 AM,1147043,1865100,2016
6000 S KILBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:20 AM,1147397,1864442,2016
6000 S KENNETH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:18 AM,1147731,1864450,2016
4200 W 60TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:18 AM,1149279,1864484,2016
6200 S PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:17 AM,1150767,1863186,2016
5900 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:16 AM,1150056,1864767,2016
6100 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:15 AM,1150082,1863835,2016
6000 S KARLOV AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:15 AM,1150064,1864491,2016
6000 S KOMENSKY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:14 AM,1150397,1864498,2016
6000 S KOMENSKY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:13 AM,1150397,1864505,2016
6200 S KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:12 AM,1149439,1863003,2016
6100 S KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:12 AM,1149421,1863640,2016
6100 S KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:11 AM,1149427,1863452,2016
6100 S KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:11 AM,1149416,1863821,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:10 AM,1149770,1863125,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:09 AM,1149769,1863138,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:09 AM,1149772,1863038,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:08 AM,1149774,1862977,2016
5900 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:08 AM,1149722,1864781,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:07 AM,1149768,1863165,2016
6200 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:07 AM,1149769,1863158,2016
6100 S KEDVALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/16 3:06 AM,1149750,1863828,2016
6500 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 10:02 PM,1164431,1943314,2016
11400 S HOMAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 7:55 PM,1155759,1828358,2016
6800 S CRANDON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 5:58 PM,1192495,1860281,2016
4500 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 4:31 PM,1163003,1930143,2016
4500 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 4:29 PM,1163004,1930116,2016
3700 W 82ND ST,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 3:25 PM,1152827,1849950,2016
5200 N LATROBE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 2:04 PM,1140411,1934280,2016
5300 S MASON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 1:53 PM,1137618,1868587,2016
3400 S INDIANA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 11:16 AM,1178160,1882452,2016
700 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 11:13 AM,1170953,1924982,2016
700 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 11:09 AM,1170766,1924897,2016
3100 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 10:09 AM,1164441,1920828,2016
3000 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:47 AM,1173751,1920263,2016
3400 N SOUTHPORT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:38 AM,1166354,1923136,2016
1500 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:14 AM,1165274,1925977,2016
5300 N MCVICKER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:03 AM,1134827,1935241,2016
5300 N MELVINA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:01 AM,1133727,1934862,2016
8300 S ESSEX AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 9:00 AM,1194284,1850417,2016
3900 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 8:16 AM,1162406,1926365,2016
2700 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/16 8:11 AM,1162530,1918596,2016
2100 W HOWARD ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:18 PM,1160972,1950356,2016
1600 W ALTGELD ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:30 PM,1165236,1916677,2016
1600 W ALTGELD ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:30 PM,1165236,1916677,2016
500 W HAWTHORNE PL,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 4:59 PM,1171674,1923042,2016
500 W HAWTHORNE PL,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 4:58 PM,1171584,1923021,2016
2300 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 3:58 PM,1159831,1934474,2016
3100 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 3:39 PM,1168832,1883815,2016
1100 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 3:33 PM,1157518,1907530,2016
1600 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 1:47 PM,1163096,1911039,2016
0 E CEDAR ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 12:32 PM,1176768,1907822,2016
900 E 78TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 12:02 PM,1183765,1853485,2016
1200 W LUNT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 11:54 AM,1166529,1946647,2016
700 W BITTERSWEET PL,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 11:35 AM,1170485,1927181,2016
3800 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 10:34 AM,1149925,1926307,2016
2200 W DIVERSEY PKWY,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 10:28 AM,1161238,1918565,2016
2600 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 10:28 AM,1158590,1913188,2016
2100 S TAN CT,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 10:12 AM,1174357,1890388,2016
300 W 24TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 10:01 AM,1174585,1888383,2016
1200 N ASTOR ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:30 AM,1176521,1908635,2016
5200 N LATROBE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:09 AM,1140411,1934280,2016
5200 N LATROBE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:06 AM,1140411,1934280,2016
5200 N LATROBE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:04 AM,1140411,1934280,2016
5200 N LATROBE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:04 AM,1140411,1934280,2016
1300 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 9:03 AM,1166681,1935327,2016
6000 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:52 AM,1164572,1939935,2016
4400 N ROCKWELL ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:37 AM,1158244,1929349,2016
4400 N ROCKWELL ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:37 AM,1158244,1929349,2016
4700 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 8:20 AM,1167455,1931601,2016
900 W DAKIN ST,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 7:59 AM,1169486,1926423,2016
5300 N CUMBERLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 6:56 AM,1119314,1934682,2016
5300 N CUMBERLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 6:55 AM,1119314,1934588,2016
2600 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/16 6:49 AM,1169170,1917721,2016
1200 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 10:44 PM,1167287,1923374,2016
2300 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 6:38 PM,1159831,1934474,2016
2600 S THROOP ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 6:06 PM,1168834,1887033,2016
7900 S DREXEL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 4:19 PM,1183603,1852769,2016
7300 N ROGERS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 2:59 PM,1162266,1948595,2016
8700 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/16 12:21 PM,1185075,1847226,2016
1700 E 95TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/26/16 1:44 PM,1189183,1842319,2016
7800 S BENNETT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 11:48 PM,1190223,1853631,2016
5700 N FOREST GLEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 9:30 PM,1142677,1937492,2016
3300 W 51ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 7:29 PM,1154767,1870609,2016
300 W FULLERTON PKWY,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 10:02 AM,1173598,1916261,2016
5000 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 9:31 AM,1182441,1871677,2016
3600 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 8:55 AM,1151850,1905092,2016
3500 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 8:50 AM,1152388,1921055,2016
8400 S KOLIN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/25/16 4:07 AM,1148889,1848195,2016
5600 N CUMBERLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 9:49 PM,1119313,1936184,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 4:56 PM,1160852,1860546,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 4:54 PM,1160852,1860546,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 4:52 PM,1160852,1860546,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 3:55 PM,1160852,1860546,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 3:55 PM,1160852,1860546,2016
6600 S CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 3:55 PM,1160852,1860546,2016
300 E 119TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/24/16 2:08 PM,1180446,1826124,2016
2200 W 18TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 7:16 PM,1161809,1891043,2016
5400 W MONROE ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 1:25 PM,1140467,1899136,2016
2300 E 71ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 11:36 AM,1193043,1858302,2016
3800 W CARMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 10:21 AM,1149676,1933609,2016
3600 N SACRAMENTO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 10:09 AM,1155735,1924171,2016
4800 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 9:52 AM,1179246,1873168,2016
1200 W FLOURNOY ST,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 8:59 AM,1168014,1897109,2016
2300 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/18/16 8:38 AM,1159831,1934474,2016
1400 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:43 PM,1165646,1935631,2016
1400 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:42 PM,1165818,1935636,2016
1400 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:42 PM,1165837,1935636,2016
600 E 88TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 7:57 PM,1182161,1846443,2016
2400 N SAWYER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 7:34 PM,1154069,1916136,2016
2500 W WINNEMAC AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 5:31 PM,1158441,1933390,2016
1000 W THORNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 3:38 PM,1168299,1939706,2016
3800 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 3:32 PM,1149925,1926307,2016
1000 W THORNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 3:13 PM,1168299,1939706,2016
4500 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 2:52 PM,1145946,1915577,2016
700 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 12:44 PM,1170759,1922135,2016
700 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 12:43 PM,1170784,1922136,2016
700 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 12:43 PM,1170848,1922137,2016
700 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 12:43 PM,1170860,1922138,2016
5200 S DORCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 11:48 AM,1186431,1870917,2016
9500 S SANGAMON ST,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 11:12 AM,1171664,1841530,2016
4100 W BERTEAU AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 9:12 AM,1147915,1927589,2016
5900 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:56 AM,1168163,1939793,2016
5900 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:56 AM,1168163,1939793,2016
2000 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 8:07 AM,1162064,1934535,2016
2400 S PRINCETON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 6:47 AM,1174594,1888269,2016
2200 W 18TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/17/16 6:26 AM,1161765,1891042,2016
1400 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:56 PM,1164795,1909806,2016
3800 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:36 PM,1164305,1925630,2016
6100 S MOODY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:23 PM,1136450,1863443,2016
5700 S MASSASOIT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:21 PM,1139016,1866199,2016
5800 S MAYFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:17 PM,1138050,1865273,2016
6500 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 5:22 PM,1132231,1920562,2016
4100 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 4:38 PM,1165319,1927779,2016
2300 E 71ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 3:55 PM,1193043,1858302,2016
2300 E 71ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 3:55 PM,1193043,1858302,2016
2300 E 71ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 3:43 PM,1193043,1858302,2016
10400 S HALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 1:48 PM,1165694,1835580,2016
1100 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:39 PM,1168546,1895153,2016
1500 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:33 PM,1165725,1919006,2016
6600 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:17 PM,1167047,1944359,2016
6700 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:16 PM,1167037,1944649,2016
1500 W SUPERIOR ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:05 PM,1165898,1905097,2016
1500 W SUPERIOR ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 12:03 PM,1165907,1905098,2016
3200 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 11:28 AM,1156839,1921307,2016
4400 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:47 AM,1155502,1875274,2016
1000 W NEWPORT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:43 AM,1168782,1923081,2016
7300 S RICHMOND ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:25 AM,1157974,1855949,2016
7300 S RICHMOND ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:19 AM,1157971,1856074,2016
4500 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:12 AM,1165260,1930196,2016
4500 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 10:10 AM,1165261,1930182,2016
4500 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:55 AM,1165261,1930169,2016
4500 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:53 AM,1165261,1930156,2016
3100 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:52 AM,1168738,1920759,2016
500 W OAKDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:50 AM,1172055,1919857,2016
700 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:43 AM,1170968,1922141,2016
800 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:43 AM,1170904,1905583,2016
700 N LA SALLE DR,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:42 AM,1175003,1905402,2016
800 W ALDINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:40 AM,1169981,1922116,2016
4100 W CULLOM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:33 AM,1148325,1928263,2016
400 S LA SALLE ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:28 AM,1175317,1898316,2016
700 S DEARBORN ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:20 AM,1176036,1897070,2016
200 W VAN BUREN ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:13 AM,1174788,1898491,2016
200 W VAN BUREN ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:10 AM,1174788,1898491,2016
200 W VAN BUREN ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:10 AM,1174788,1898491,2016
800 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:09 AM,1170027,1922778,2016
5900 N NAGLE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 9:04 AM,1132608,1939197,2016
6300 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:56 AM,1184501,1862962,2016
6400 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:55 AM,1184497,1862640,2016
6400 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:54 AM,1184498,1862653,2016
6300 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:53 AM,1184500,1863002,2016
2800 W SHAKESPEARE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:44 AM,1157338,1914314,2016
200 E 21ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:28 AM,1178057,1890305,2016
5900 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:19 AM,1168168,1939625,2016
5900 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:19 AM,1168170,1939566,2016
5900 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:18 AM,1168170,1939547,2016
1700 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 8:15 AM,1164416,1911513,2016
3800 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 7:53 AM,1164305,1925630,2016
2000 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 7:44 AM,1162064,1934535,2016
2200 W 18TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 7:44 AM,1161765,1891042,2016
3600 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 6:20 AM,1151850,1905092,2016
3700 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/16/16 6:15 AM,1151488,1905085,2016
