,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
3600 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:42 PM,1151403,1924230,2015
3600 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:42 PM,1151403,1924230,2015
3700 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:40 PM,1151396,1924507,2015
700 W RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:40 PM,1171236,1901218,2015
3700 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:39 PM,1151396,1924480,2015
5500 S HARPER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:18 PM,1187377,1868584,2015
600 W STRATFORD PL,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:05 PM,1171593,1923373,2015
600 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:00 PM,1173256,1863118,2015
1800 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:53 PM,1138790,1911894,2015
700 N FRANKLIN ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:52 PM,1174187,1905527,2015
6700 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:45 PM,1131181,1920532,2015
3800 W OHIO ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:33 PM,1150756,1903732,2015
600 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:28 PM,1173256,1863118,2015
1100 W GRANVILLE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:26 PM,1167734,1941337,2015
5100 S KEDZIE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:24 PM,1155907,1870638,2015
2600 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:19 PM,1158807,1907221,2015
8500 S PRAIRIE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:15 PM,1179519,1848564,2015
7600 S YATES BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:14 PM,1193523,1854946,2015
1600 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:14 PM,1163105,1910663,2015
800 W CUYLER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:08 PM,1170110,1927277,2015
6700 S KEATING AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:00 PM,1145998,1859757,2015
8200 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:49 AM,1182992,1850538,2015
6400 S HARLEM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:42 AM,1129511,1860919,2015
7900 S PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:39 AM,1151094,1851879,2015
4400 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:38 AM,1162219,1929392,2015
700 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:37 AM,1170729,1924880,2015
700 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:37 AM,1170729,1924880,2015
700 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:37 AM,1170729,1924880,2015
600 S WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:37 AM,1176896,1897429,2015
2000 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:34 AM,1178827,1890729,2015
4500 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:32 AM,1138182,1929802,2015
4800 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:32 AM,1138123,1931761,2015
1800 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:31 AM,1163811,1907361,2015
3200 S THROOP ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:30 AM,1168192,1883135,2015
2700 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:27 AM,1170462,1918588,2015
2600 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:26 AM,1170473,1918244,2015
1000 N WOOD ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:23 AM,1164200,1907203,2015
1200 W DIVERSEY PKWY,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:21 AM,1167372,1918723,2015
1000 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:20 AM,1164535,1907141,2015
7200 S SOUTH SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:19 AM,1194864,1857820,2015
1000 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:19 AM,1164535,1907131,2015
7100 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:17 AM,1129272,1867222,2015
1600 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:17 AM,1163437,1910739,2015
1100 W 34TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:11 AM,1169182,1881940,2015
1700 W FARWELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:10 AM,1163133,1945659,2015
1700 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:10 AM,1163949,1935250,2015
8600 S KOMENSKY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:09 AM,1150918,1846941,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:08 AM,1168869,1882509,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:08 AM,1168869,1882498,2015
4700 S KILPATRICK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:08 AM,1145817,1873056,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:07 AM,1168870,1882465,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:07 AM,1168871,1882454,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:06 AM,1168871,1882443,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:04 AM,1168872,1882421,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:03 AM,1168872,1882410,2015
3300 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:03 AM,1168872,1882399,2015
3400 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:02 AM,1168879,1882176,2015
3400 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:01 AM,1168884,1882082,2015
4500 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:01 AM,1148903,1930098,2015
5600 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:01 AM,1168617,1937674,2015
3400 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:01 AM,1168885,1882063,2015
3400 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 11:00 AM,1168886,1882026,2015
1700 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:57 AM,1163886,1935249,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:56 AM,1151157,1921214,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:55 AM,1151156,1921227,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:53 AM,1151154,1921294,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:52 AM,1151154,1921308,2015
1700 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:52 AM,1163860,1935248,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:52 AM,1151154,1921308,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:50 AM,1151153,1921321,2015
4200 W DIVERSEY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:49 AM,1148017,1918288,2015
5300 N MILWAUKEE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:49 AM,1137547,1934952,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:49 AM,1151152,1921348,2015
3200 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:48 AM,1151155,1921254,2015
3300 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:46 AM,1151138,1921851,2015
3300 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:45 AM,1151141,1921730,2015
3300 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:44 AM,1151140,1921757,2015
3300 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:44 AM,1151140,1921757,2015
1700 W BERWYN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:42 AM,1163810,1935246,2015
300 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:37 AM,1174004,1913653,2015
1700 W FARWELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:32 AM,1163144,1945659,2015
6100 N KENMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:28 AM,1168139,1940574,2015
600 W 47TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:24 AM,1172910,1873728,2015
4600 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:23 AM,1153540,1930839,2015
1700 N KEELER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:22 AM,1148125,1910982,2015
500 E 44TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:18 AM,1180770,1875963,2015
1800 S WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:17 AM,1177046,1891587,2015
2700 S DEARBORN ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:14 AM,1176329,1886559,2015
6300 N OAKLEY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:09 AM,1159836,1941898,2015
5200 S MENARD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 10:08 AM,1138585,1869297,2015
800 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:58 AM,1170098,1922780,2015
800 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:57 AM,1170027,1922778,2015
800 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:57 AM,1169995,1932090,2015
800 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:57 AM,1169957,1922776,2015
1400 N CAMPBELL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:47 AM,1159477,1909524,2015
1900 W GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:45 AM,1163584,1903508,2015
1100 W CHESTNUT ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:42 AM,1168760,1906288,2015
1100 W CHESTNUT ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:40 AM,1168719,1906287,2015
2400 W OHIO ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:38 AM,1160158,1903935,2015
2500 W LOGAN BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:34 AM,1159253,1917196,2015
3800 W BRYN MAWR AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:31 AM,1149931,1936938,2015
200 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:30 AM,1174494,1908329,2015
6700 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 9:21 AM,1132388,1861994,2015
5100 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:48 AM,1159421,1934256,2015
3300 N HARLEM AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:45 AM,1127481,1921708,2015
2300 S WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:39 AM,1160728,1888674,2015
13300 S BUFFALO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:16 AM,1200096,1817178,2015
5800 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:11 AM,1137105,1915357,2015
900 W SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:09 AM,1169326,1926088,2015
5900 W MADISON ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 8:02 AM,1137172,1899411,2015
6400 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 7:50 AM,1134819,1862059,2015
6900 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 7:40 AM,1166900,1945773,2015
100 E 87TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 7:36 AM,1178760,1847345,2015
2200 W IOWA ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 7:24 AM,1161319,1905958,2015
800 N OAKLEY BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 7:23 AM,1160915,1905730,2015
200 W EUGENIE ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 6:13 AM,1174389,1911619,2015
4800 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:21 AM,1145170,1872322,2015
5100 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:19 AM,1145222,1870383,2015
5000 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:18 AM,1145206,1871046,2015
4800 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:16 AM,1145170,1872308,2015
5600 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:11 AM,1142976,1869312,2015
5300 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 4:09 AM,1145902,1869926,2015
900 W NEWPORT AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 3:52 AM,1169320,1923092,2015
9400 S LAFLIN ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 3:32 AM,1167989,1842181,2015
2100 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 3:21 AM,1161843,1907964,2015
6000 S PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 3:12 AM,1166040,1864819,2015
100 W GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:31 AM,1175158,1903873,2015
100 W GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:31 AM,1175158,1903873,2015
1100 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:21 AM,1163193,1907625,2015
1100 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:17 AM,1162869,1907333,2015
1000 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:15 AM,1162884,1906825,2015
2000 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:13 AM,1162807,1906667,2015
2000 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:09 AM,1162807,1906667,2015
2000 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:06 AM,1162680,1906663,2015
2000 W AUGUSTA BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 1:04 AM,1162653,1906662,2015
3300 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:43 AM,1159830,1921851,2015
2300 W ADDISON ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:39 AM,1160332,1923856,2015
200 S LAFLIN ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:30 AM,1166434,1899134,2015
900 N HONORE ST,Snow - Uncleared Sidewalk or Bike Lane,2/7/15 12:18 AM,1163903,1906095,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:51 PM,1164494,1911367,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:50 PM,1164633,1911371,2015
1700 W CORTLAND ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:46 PM,1164714,1912705,2015
1700 N HUMBOLDT BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:40 PM,1156101,1911513,2015
1700 N HUMBOLDT BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:37 PM,1156103,1911451,2015
200 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:25 PM,1174488,1905683,2015
4700 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 11:01 PM,1164373,1931590,2015
2600 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:25 PM,1158783,1894611,2015
2300 E 70TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:21 PM,1192956,1859000,2015
2700 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:21 PM,1158447,1894604,2015
2300 E 70TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:21 PM,1192956,1859000,2015
2500 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:19 PM,1159530,1894627,2015
2400 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:19 PM,1165260,1916272,2015
2000 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:17 PM,1167981,1913738,2015
2400 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:16 PM,1160353,1894644,2015
4200 W 21ST PL,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:15 PM,1148710,1889425,2015
2400 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:13 PM,1165261,1916251,2015
2400 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:13 PM,1160353,1894644,2015
2400 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:08 PM,1165259,1916315,2015
4900 N SHERIDAN RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:08 PM,1168736,1933251,2015
700 W 50TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 10:02 PM,1172372,1871719,2015
1200 W CERMAK RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:53 PM,1168711,1889566,2015
5100 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:52 PM,1151459,1933990,2015
400 W DEMING PL,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:51 PM,1172489,1917451,2015
3500 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:45 PM,1151528,1934314,2015
3700 W DIVERSEY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:40 PM,1151147,1918363,2015
6200 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:37 PM,1134398,1921957,2015
6200 W ROSCOE ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:36 PM,1134063,1921950,2015
1000 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:19 PM,1169173,1917453,2015
3200 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:14 PM,1151816,1921431,2015
3200 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:12 PM,1151828,1921042,2015
3200 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:10 PM,1151826,1921123,2015
3000 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:05 PM,1167756,1920446,2015
3000 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:05 PM,1167756,1920455,2015
3000 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 9:04 PM,1167756,1920475,2015
7600 S JEFFERY BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:48 PM,1190859,1854879,2015
3200 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:31 PM,1156831,1921314,2015
1600 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:27 PM,1165275,1908066,2015
3500 W 38TH PL,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:27 PM,1153663,1878847,2015
2700 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:25 PM,1165191,1918319,2015
2700 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:24 PM,1165192,1918293,2015
3300 S PRAIRIE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:10 PM,1178475,1883168,2015
6300 N LAKEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:09 PM,1166469,1942113,2015
1200 W PRATT BLVD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 8:00 PM,1166541,1945313,2015
6800 N LAKEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:58 PM,1166263,1945346,2015
6800 N LAKEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:55 PM,1166261,1945409,2015
4500 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:51 PM,1153570,1929848,2015
1200 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:46 PM,1167066,1926687,2015
1100 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:46 PM,1168255,1926718,2015
1200 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:46 PM,1167066,1926687,2015
400 W NORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:43 PM,1173033,1910957,2015
2300 W 22ND PL,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:41 PM,1161197,1889016,2015
3600 W 109TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:40 PM,1154291,1832091,2015
1200 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:36 PM,1157509,1907859,2015
2600 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:36 PM,1171903,1917988,2015
500 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:35 PM,1172223,1917953,2015
7100 W GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:15 PM,1127687,1915339,2015
9900 S WALDEN PKWY,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:12 PM,1165995,1838752,2015
1200 N LA SALLE DR,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:11 PM,1174913,1908487,2015
5200 S LAKE PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:10 PM,1187607,1870968,2015
100 W SCHILLER ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:10 PM,1174865,1909735,2015
500 W 31ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:09 PM,1173022,1884362,2015
1900 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:09 PM,1163256,1913321,2015
1900 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:08 PM,1163234,1913320,2015
5900 W HIGGINS AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:07 PM,1135801,1933092,2015
5500 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:07 PM,1164668,1936602,2015
4700 S PRAIRIE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:07 PM,1178836,1873807,2015
5500 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:06 PM,1164668,1936613,2015
500 W 31ST ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:06 PM,1173071,1884363,2015
1700 W CORTLAND ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 7:00 PM,1164714,1912705,2015
1800 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:59 PM,1164390,1912419,2015
1800 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:58 PM,1164390,1912406,2015
1600 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:55 PM,1165275,1908066,2015
5500 W HENDERSON ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:53 PM,1138708,1921721,2015
3100 N SEMINARY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:53 PM,1168401,1920938,2015
3100 N SEMINARY AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:50 PM,1168401,1920951,2015
1800 W IRVING PARK RD,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:48 PM,1163536,1926595,2015
1600 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:48 PM,1165524,1891463,2015
10600 S HALE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:47 PM,1165573,1834150,2015
4100 N MCVICKER AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:45 PM,1135276,1927007,2015
1600 S BLUE ISLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:45 PM,1167652,1891975,2015
2600 N WILTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:44 PM,1169512,1917463,2015
2800 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:34 PM,1157509,1907859,2015
800 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:30 PM,1169995,1932090,2015
8300 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:25 PM,1183003,1850135,2015
5100 S BLACKSTONE AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:23 PM,1186788,1871288,2015
2900 N HONORE ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:22 PM,1163600,1919746,2015
1400 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:19 PM,1166250,1920016,2015
100 W EUGENIE ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:13 PM,1174588,1911625,2015
4300 N KIMBALL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:08 PM,1152938,1928739,2015
600 E 100TH ST,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:07 PM,1183033,1838820,2015
4300 N KIMBALL AVE,Snow - Uncleared Sidewalk or Bike Lane,2/6/15 6:05 PM,1152938,1928739,2015
