,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
1200 N WASHTENAW AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 2:26 PM,1158175,1908028,2015
1200 N WASHTENAW AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 2:25 PM,1158175,1908049,2015
2800 W BELDEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 1:38 PM,1157075,1915276,2015
1800 N MAUD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 1:07 PM,1169157,1912446,2015
1800 N MAUD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 1:06 PM,1169172,1912436,2015
1800 N MAUD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 1:06 PM,1169351,1912308,2015
4700 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 12:58 PM,1151533,1931235,2015
200 W CERMAK RD,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 12:52 PM,1175032,1889749,2015
2300 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 12:50 PM,1165280,1915699,2015
1800 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 12:40 PM,1163738,1911345,2015
3300 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 11:40 AM,1149139,1921909,2015
3300 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 11:38 AM,1149139,1921909,2015
5800 W GIDDINGS ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:58 AM,1136814,1930994,2015
5900 N NATOMA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:56 AM,,,2015
2600 W WINDSOR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:45 AM,1158221,1930107,2015
1200 W 32ND PL,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:38 AM,1168721,1883258,2015
1200 W 32ND PL,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:38 AM,1168694,1883257,2015
7100 N OSCEOLA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:37 AM,1125865,1946575,2015
1200 W 32ND PL,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:37 AM,1168681,1883257,2015
5000 S CORNELL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:28 AM,1187886,1871749,2015
8200 S DREXEL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:27 AM,1183661,1850816,2015
900 S WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:26 AM,1176927,1896214,2015
1900 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:19 AM,1168177,1912949,2015
300 W BARRY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:03 AM,1173488,1920674,2015
1400 W GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:03 AM,1166767,1903591,2015
4900 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:03 AM,1153488,1932628,2015
3800 N WHIPPLE ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 10:01 AM,1155377,1925107,2015
500 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:50 AM,1165630,1903845,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:36 AM,1170296,1913663,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:35 AM,1170297,1913650,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:35 AM,1170297,1913636,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:34 AM,1170298,1913623,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:32 AM,1170294,1913743,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:31 AM,1170294,1913730,2015
2000 N DAYTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:29 AM,1170295,1913716,2015
1200 N HICKORY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:15 AM,1169446,1908393,2015
2300 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:15 AM,1165280,1915699,2015
5200 N DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 9:05 AM,1162064,1934535,2015
1500 W BARRY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:58 AM,1165769,1920666,2015
1000 W NEWPORT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:52 AM,1168996,1923085,2015
4700 N SAWYER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:50 AM,1153864,1931110,2015
4700 N DOVER ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:47 AM,1165755,1931483,2015
1400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:45 AM,1165924,1931313,2015
4000 N PARKSIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:42 AM,1137955,1926414,2015
4000 N MAJOR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:40 AM,1137623,1926392,2015
1200 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:36 AM,1167537,1920055,2015
5000 N LAWNDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:35 AM,1150812,1933217,2015
1200 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:35 AM,1167551,1920056,2015
4400 N ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:26 AM,1159237,1929516,2015
3200 W BEACH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:23 AM,1154687,1909460,2015
800 S WELLS ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 8:22 AM,1174837,1896701,2015
3700 N PINE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 7:51 AM,1170932,1925261,2015
10300 S WENTWORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 7:35 AM,1176765,1836647,2015
100 E ONTARIO ST,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 7:32 AM,1177423,1904522,2015
4100 N MONITOR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 6:16 AM,1136617,1926670,2015
2300 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/24/15 1:18 AM,1159687,1934470,2015
2600 W THOMAS ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 11:48 PM,1158536,1907216,2015
4300 W PETERSON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 10:32 PM,1146572,1939526,2015
4800 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 10:27 PM,1144141,1910871,2015
4200 N MONITOR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 9:28 PM,1136593,1927401,2015
3200 W BEACH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 8:37 PM,1154646,1909459,2015
3200 W BEACH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 8:36 PM,1154687,1909460,2015
200 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 8:23 PM,1174488,1905683,2015
1100 N WOOD ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 7:18 PM,1164189,1907599,2015
2700 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 7:03 PM,1167829,1918341,2015
2000 W HOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 6:30 PM,1161446,1940736,2015
5400 W RICE ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 6:29 PM,1139831,1905135,2015
4000 N OAKLEY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 5:34 PM,1160308,1926894,2015
4000 N OAKLEY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 5:34 PM,1160308,1926894,2015
5200 N WASHTENAW AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 5:09 PM,1157420,1934429,2015
100 E GRAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:55 PM,1177514,1903941,2015
10800 S AVENUE H ,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:48 PM,1202852,1833802,2015
2600 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:38 PM,1169169,1917754,2015
2700 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:35 PM,1169157,1918122,2015
2700 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:29 PM,1169153,1918248,2015
4400 S DR MARTIN LUTHER KING JR SD,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 4:22 PM,1179524,1875829,2015
3300 S ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 3:54 PM,1160497,1882521,2015
3300 S ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 3:50 PM,1160497,1882521,2015
3300 S ARTESIAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 3:50 PM,1160497,1882521,2015
3400 W MEDILL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 2:59 PM,1153227,1915415,2015
3100 N FRANCISCO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 2:47 PM,1156495,1920846,2015
3100 N FRANCISCO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 2:47 PM,1156495,1920846,2015
5100 S INGLESIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 2:31 PM,1183413,1871240,2015
5100 S DREXEL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 2:30 PM,1183121,1871064,2015
6400 S MINERVA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 1:52 PM,1185220,1862776,2015
4800 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 1:42 PM,1165307,1932114,2015
5700 S MICHIGAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 1:18 PM,1178132,1867150,2015
400 S CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 12:54 PM,1175594,1898378,2015
1000 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 12:42 PM,1157543,1906532,2015
8200 S HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 12:31 PM,1166113,1850035,2015
3200 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 12:12 PM,1168848,1883256,2015
1300 W FULLER ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 12:04 PM,1167495,1885819,2015
600 S CANAL ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 11:56 AM,1173217,1897587,2015
5200 S KEDZIE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 11:50 AM,1155935,1869670,2015
7400 N HOYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 10:28 AM,1160973,1949075,2015
1400 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 9:15 AM,1166986,1891507,2015
1400 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 9:14 AM,1167008,1891507,2015
1400 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 9:14 AM,1167051,1891509,2015
1400 W 18TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 9:13 AM,1167072,1891509,2015
3200 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/23/15 7:40 AM,1168848,1883256,2015
3400 S LITUANICA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/14/15 9:55 AM,1170861,1882397,2015
2000 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/13/15 4:08 PM,1162785,1905339,2015
2500 W LYNDALE ST,Snow - Uncleared Sidewalk or Bike Lane,3/12/15 3:36 PM,1159128,1914986,2015
2600 W SUNNYSIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/11/15 9:10 PM,1158062,1929793,2015
10700 S SEELEY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/11/15 6:24 PM,1164581,1833657,2015
7100 N OTTAWA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/11/15 2:18 PM,1124417,1946879,2015
7200 S WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/10/15 12:16 PM,1161622,1856853,2015
2100 W BERTEAU AVE,Snow - Uncleared Sidewalk or Bike Lane,3/10/15 10:28 AM,1161301,1927868,2015
7600 W ARDMORE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/10/15 7:39 AM,1124321,1937599,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 9:10 PM,1164469,1918971,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 9:09 PM,1164211,1918962,2015
4100 W BERTEAU AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 8:01 PM,1147915,1927589,2015
4100 S MICHIGAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 6:58 PM,1177842,1877693,2015
6400 S LOWE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 4:57 PM,1173137,1862451,2015
1300 S BLUE ISLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 9:07 AM,1168819,1893837,2015
2000 E 95TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/15 8:28 AM,1191240,1842372,2015
4200 N SACRAMENTO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 6:00 PM,1155619,1928136,2015
1100 W 31ST ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 2:32 PM,1168896,1884256,2015
1400 W ALTGELD ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 1:11 PM,1166147,1916702,2015
4100 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 12:14 PM,1148103,1923035,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 12:03 PM,1164211,1918962,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 12:02 PM,1164469,1918971,2015
5000 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/15 10:37 AM,1162510,1933299,2015
2700 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 4:07 PM,1158037,1913178,2015
2900 W ARMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 4:05 PM,1156379,1913145,2015
7800 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 1:35 PM,1179833,1853065,2015
7800 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 1:34 PM,1179832,1853092,2015
7800 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 1:34 PM,1179827,1853293,2015
7800 S CALUMET AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 1:34 PM,1179832,1853092,2015
2400 W FLOURNOY ST,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 11:33 AM,1160455,1896974,2015
500 N PINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 11:06 AM,1139436,1903116,2015
1400 W OAKDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 8:12 AM,1166229,1919685,2015
2100 W HURON ST,Snow - Uncleared Sidewalk or Bike Lane,3/7/15 7:43 AM,1162191,1904659,2015
2300 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:02 PM,1160570,1915900,2015
1200 N OAKLEY BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 8:34 PM,1160857,1907933,2015
200 E 51ST ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 7:41 PM,1178464,1871254,2015
3400 W BELMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 7:36 PM,1152527,1921058,2015
10100 S YALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 6:21 PM,1176402,1837762,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:51 PM,1164211,1918962,2015
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:51 PM,1164469,1918971,2015
4800 S WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:40 PM,1164163,1872843,2015
2500 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:18 PM,1158321,1934444,2015
1300 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:11 PM,1166917,1924694,2015
3600 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:10 PM,1166649,1924384,2015
2000 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 5:04 PM,1162008,1924563,2015
10300 S CHRISTIANA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 4:17 PM,1155812,1836131,2015
1600 W LUNT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 4:00 PM,1164299,1946579,2015
1600 W LUNT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 4:00 PM,1164382,1946582,2015
2900 N CENTRAL PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 3:52 PM,1151884,1919145,2015
6200 S KOLIN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 2:34 PM,1148436,1863135,2015
3200 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 1:37 PM,1161119,1921685,2015
3200 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 1:37 PM,1161122,1921566,2015
8600 S SUMMIT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 12:43 PM,1172254,1847824,2015
5000 N PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 11:54 AM,1148824,1932926,2015
1800 W CUYLER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 11:19 AM,1163526,1926940,2015
2400 N KILDARE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 11:00 AM,1147307,1915972,2015
8300 S DR MARTIN LUTHER KING JR DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:50 AM,1180357,1849941,2015
4400 S LAKE PARK AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:30 AM,1184855,1876012,2015
800 N CENTRAL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:29 AM,1138864,1905180,2015
2000 W SCHILLER ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:27 AM,1162512,1909425,2015
5500 W RICE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:11 AM,1139284,1905125,2015
2200 W WAVELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 9:07 AM,1160983,1924537,2015
5700 W DAKIN ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 8:34 AM,1137257,1925669,2015
5200 N LIND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 8:00 AM,1139380,1934829,2015
1900 W 17TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 7:49 AM,1163837,1891753,2015
6600 W IMLAY ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 7:04 AM,1130800,1942737,2015
6100 W MELROSE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/15 12:22 AM,1135089,1920970,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:56 PM,1164505,1911367,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:55 PM,1164548,1911369,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:55 PM,1164590,1911370,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:54 PM,1164633,1911371,2015
1700 W WABANSIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:51 PM,1164675,1911372,2015
1100 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:23 PM,1164851,1907702,2015
1000 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:22 PM,1164855,1907548,2015
1000 N HERMITAGE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:21 PM,1164522,1907547,2015
1100 N WOOD ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:20 PM,1164189,1907599,2015
5200 N LIND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:11 PM,1139380,1934829,2015
6200 S DORCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 5:58 PM,1186606,1864101,2015
4600 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 5:29 PM,1162983,1930840,2015
2100 N AVERS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 5:23 PM,1150361,1914056,2015
2000 S ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 4:35 PM,1166031,1890482,2015
6200 S COTTAGE GROVE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 4:34 PM,1182630,1864075,2015
2300 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 4:00 PM,1172834,1888503,2015
5200 S MENARD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 3:29 PM,1138581,1869423,2015
6400 N GLENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 3:23 PM,1165780,1942618,2015
3300 N HARDING AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 3:18 PM,1149469,1922025,2015
900 W 21ST ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 3:11 PM,1170747,1890101,2015
2000 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 3:00 PM,1162267,1925898,2015
2000 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 2:58 PM,1162203,1925897,2015
2400 N GREENVIEW AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 2:26 PM,1165908,1916501,2015
1800 N WINNEBAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 1:26 PM,1160381,1912290,2015
4200 W GLADYS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 1:15 PM,1148050,1898014,2015
4200 W GLADYS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 1:14 PM,1148091,1898015,2015
5200 N LIND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 1:13 PM,1139380,1934829,2015
4800 N SAWYER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:47 AM,1153842,1931874,2015
8200 S PRAIRIE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:46 AM,1179464,1850525,2015
4800 W DEMING PL,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:27 AM,1143606,1916528,2015
5200 S MENARD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 10:12 AM,1138585,1869297,2015
3100 W WILSON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 9:29 AM,1154748,1930356,2015
8600 S WABASH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 9:24 AM,1178214,1847921,2015
5600 N CUMBERLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 9:24 AM,1119313,1936184,2015
5900 N NAVARRE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 9:04 AM,1131849,1939014,2015
1000 N TRUMBULL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 9:00 AM,1153191,1906554,2015
6500 S DREXEL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:27 AM,1183350,1861849,2015
1000 W COLUMBIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:25 AM,1167778,1945010,2015
1000 W COLUMBIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:24 AM,1167703,1945008,2015
1100 W COLUMBIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:24 AM,1167396,1945000,2015
900 W CUYLER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 8:07 AM,1168876,1927076,2015
1800 W LUNT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 7:27 AM,1162945,1946539,2015
4100 N MONITOR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/15 6:46 AM,1136617,1926670,2015
